350.966 1272 1272 2 2 3
351.542 1271.43 1271.43 2 2 3
351.83 1271.15 1271.15 2 2 3
352.118 1270.86 1270.86 2 2 3
352.405 1270.58 1270.58 2 2 3
352.693 1270.3 1270.3 2 2 3
352.981 1270.01 1270.01 2 2 3
353.268 1269.73 1269.73 2 2 3
353.556 1269.44 1269.44 2 2 3
353.844 1269.16 1269.16 2 2 3
354.131 1268.88 1268.88 2 2 3
354.419 1268.59 1268.59 2 2 3
354.706 1268.31 1268.31 2 2 3
354.993 1268.03 1268.03 2 2 3
355.281 1267.74 1267.74 2 2 3
355.568 1267.46 1267.46 2 2 3
355.855 1267.18 1267.18 2 2 3
356.142 1266.89 1266.89 2 2 3
356.429 1266.61 1266.61 2 2 3
356.716 1266.33 1266.33 2 2 3
357.004 1266.05 1266.05 2 2 3
357.291 1265.76 1265.76 2 2 3
357.577 1265.48 1265.48 2 2 3
357.864 1265.2 1265.2 2 2 3
358.151 1264.91 1264.91 2 2 3
358.438 1264.63 1264.63 2 2 3
358.725 1264.35 1264.35 2 2 3
359.012 1264.07 1264.07 2 2 3
359.298 1263.78 1263.78 2 2 3
359.585 1263.5 1263.5 2 2 3
359.871 1263.22 1263.22 2 2 3
360.158 1262.94 1262.94 2 2 3
360.445 1262.65 1262.65 2 2 3
360.731 1262.37 1262.37 2 2 3
361.017 1262.09 1262.09 2 2 3
361.304 1261.81 1261.81 2 2 3
361.59 1261.53 1261.53 2 2 3
361.876 1261.24 1261.24 2 2 3
362.163 1260.96 1260.96 2 2 3
362.449 1260.68 1260.68 2 2 3
362.735 1260.4 1260.4 2 2 3
363.021 1260.12 1260.12 2 2 3
363.307 1259.84 1259.84 2 2 3
363.593 1259.55 1259.55 2 2 3
363.879 1259.27 1259.27 2 2 3
364.165 1258.99 1258.99 2 2 3
364.451 1258.71 1258.71 2 2 3
364.737 1258.43 1258.43 2 2 3
365.023 1258.15 1258.15 2 2 3
365.308 1257.87 1257.87 2 2 3
365.594 1257.59 1257.59 2 2 3
365.88 1257.3 1257.3 2 2 3
366.165 1257.02 1257.02 2 2 3
366.451 1256.74 1256.74 2 2 3
366.736 1256.46 1256.46 2 2 3
367.022 1256.18 1256.18 2 2 3
367.307 1255.9 1255.9 2 2 3
367.593 1255.62 1255.62 2 2 3
367.878 1255.34 1255.34 2 2 3
368.163 1255.06 1255.06 2 2 3
368.449 1254.78 1254.78 2 2 3
368.734 1254.5 1254.5 2 2 3
369.019 1254.22 1254.22 2 2 3
369.304 1253.94 1253.94 2 2 3
369.589 1253.66 1253.66 2 2 3
369.874 1253.38 1253.38 2 2 3
370.159 1253.1 1253.1 2 2 3
370.444 1252.82 1252.82 2 2 3
370.729 1252.54 1252.54 2 2 3
371.014 1252.26 1252.26 2 2 3
371.299 1251.98 1251.98 2 2 3
371.584 1251.7 1251.7 2 2 3
371.868 1251.42 1251.42 2 2 3
372.153 1251.14 1251.14 2 2 3
372.438 1250.86 1250.86 2 2 3
372.722 1250.58 1250.58 2 2 3
373.007 1250.3 1250.3 2 2 3
373.292 1250.02 1250.02 2 2 3
373.576 1249.74 1249.74 2 2 3
373.86 1249.46 1249.46 2 2 3
374.145 1249.18 1249.18 2 2 3
374.429 1248.9 1248.9 2 2 3
374.714 1248.62 1248.62 2 2 3
374.998 1248.34 1248.34 2 2 3
