1 606.5 606.5 2 1 0
1.1 606.5 606.5 1 1 0
1.15 606.5 606.5 1 1 0
1.2 606.5 606.5 1 1 0
1.25 606.5 606.5 1 1 0
1.3 606.5 606.5 1 1 0
1.35 606.5 606.5 1 1 0
1.4 606.5 606.5 1 1 0
1.45 606.5 606.5 1 1 0
1.5 606.5 606.5 1 1 0
1.55 606.5 606.5 1 1 0
1.6 606.5 606.5 1 1 0
1.65 606.5 606.5 1 1 0
1.7 606.5 606.5 1 1 0
1.75 606.5 606.5 1 1 0
1.8 606.5 606.5 1 1 0
1.85 606.5 606.5 1 1 0
1.9 606.5 606.5 1 1 0
1.95 606.5 606.5 1 1 0
2 606.5 606.5 1 1 0
2.05 606.5 606.5 1 1 0
2.1 606.5 606.5 1 1 0
2.15 606.5 606.5 1 1 0
2.2 606.5 606.5 1 1 0
2.25 606.5 606.5 1 1 0
2.3 606.5 606.5 1 1 0
2.35 606.5 606.5 1 1 0
2.4 606.5 606.5 1 1 0
2.45 606.5 606.5 1 1 0
2.5 606.5 606.5 1 1 0
2.55 606.5 606.5 1 1 0
2.6 606.5 606.5 1 1 0
2.65 606.5 606.5 1 1 0
2.7 606.5 606.5 1 1 0
2.75 606.5 606.5 1 1 0
2.8 606.5 606.5 1 1 0
2.85 606.5 606.5 1 1 0
2.9 606.5 606.5 1 1 0
2.95 606.5 606.5 1 1 0
3 606.5 606.5 1 1 0
3.05 606.5 606.5 1 1 0
3.1 606.5 606.5 1 1 0
3.15 606.5 606.5 1 1 0
3.2 606.5 606.5 1 1 0
3.25 606.5 606.5 1 1 0
3.3 606.5 606.5 1 1 0
3.35 606.5 606.5 1 1 0
3.4 606.5 606.5 1 1 0
3.45 606.5 606.5 1 1 0
3.5 606.5 606.5 1 1 0
3.55 606.5 606.5 1 1 0
3.6 606.5 606.5 1 1 0
3.65 606.5 606.5 1 1 0
3.7 606.5 606.5 1 1 0
3.75 606.5 606.5 1 1 0
3.8 606.5 606.5 1 1 0
3.85 606.5 606.5 1 1 0
3.9 606.5 606.5 1 1 0
3.95 606.5 606.5 1 1 0
4 606.5 606.5 1 1 0
4.05 606.5 606.5 1 1 0
4.1 606.5 606.5 1 1 0
4.15 606.5 606.5 1 1 0
4.2 606.5 606.5 1 1 0
4.25 606.5 606.5 1 1 0
4.3 606.5 606.5 1 1 0
4.35 606.5 606.5 1 1 0
4.4 606.5 606.5 1 1 0
4.45 606.5 606.5 1 1 0
4.5 606.5 606.5 1 1 0
4.55 606.5 606.5 1 1 0
4.6 606.5 606.5 1 1 0
4.65 606.5 606.5 1 1 0
4.7 606.5 606.5 1 1 0
4.75 606.5 606.5 1 1 0
4.8 606.5 606.5 1 1 0
4.85 606.5 606.5 1 1 0
4.9 606.5 606.5 1 1 0
4.95 606.5 606.5 1 1 0
5 606.5 606.5 1 1 0
5.05 606.5 606.5 1 1 0
5.1 606.5 606.5 1 1 0
5.15 606.5 606.5 1 1 0
5.2 606.5 606.5 1 1 0
5.25 606.5 606.5 1 1 0
5.3 606.5 606.5 1 1 0
5.35 606.5 606.5 1 1 0
5.4 606.5 606.5 1 1 0
5.45 606.5 606.5 1 1 0
5.5 606.5 606.5 1 1 0
5.55 606.5 606.5 1 1 0
5.6 606.5 606.5 1 1 0
5.65 606.5 606.5 1 1 0
5.7 606.5 606.5 1 1 0
5.75 606.5 606.5 1 1 0
5.8 606.5 606.5 1 1 0
5.85 606.5 606.5 1 1 0
5.9 606.5 606.5 1 1 0
5.95 606.5 606.5 1 1 0
6 606.5 606.5 1 1 0
6.05 606.5 606.5 1 1 0
6.1 606.5 606.5 1 1 0
6.15 606.5 606.5 1 1 0
6.2 606.5 606.5 1 1 0
6.25 606.5 606.5 1 1 0
6.3 606.5 606.5 1 1 0
6.35 606.5 606.5 1 1 0
6.4 606.5 606.5 1 1 0
6.45 606.5 606.5 1 1 0
6.5 606.5 606.5 1 1 0
6.55 606.5 606.5 1 1 0
6.6 606.5 606.5 1 1 0
6.65 606.5 606.5 1 1 0
6.7 606.5 606.5 1 1 0
6.75 606.5 606.5 1 1 0
6.8 606.5 606.5 1 1 0
6.85 606.5 606.5 1 1 0
6.9 606.5 606.5 1 1 0
6.95 606.5 606.5 1 1 0
7 606.5 606.5 1 1 0
7.05 606.5 606.5 1 1 0
7.1 606.5 606.5 1 1 0
7.15 606.5 606.5 1 1 0
7.2 606.5 606.5 1 1 0
7.25 606.5 606.5 1 1 0
7.3 606.5 606.5 1 1 0
7.35 606.5 606.5 1 1 0
7.4 606.5 606.5 1 1 0
7.45 606.5 606.5 1 1 0
7.5 606.5 606.5 1 1 0
7.55 606.5 606.5 1 1 0
7.6 606.5 606.5 1 1 0
7.65 606.5 606.5 1 1 0
7.7 606.5 606.5 1 1 0
7.75 606.5 606.5 1 1 0
7.8 606.5 606.5 1 1 0
7.85 606.5 606.5 1 1 0
7.9 606.5 606.5 1 1 0
7.95 606.5 606.5 1 1 0
8 606.5 606.5 1 1 0
8.05 606.5 606.5 1 1 0
8.1 606.5 606.5 1 1 0
8.15 606.5 606.5 1 1 0
8.2 606.5 606.5 1 1 0
8.25 606.5 606.5 1 1 0
8.3 606.5 606.5 1 1 0
8.35 606.5 606.5 1 1 0
8.4 606.5 606.5 1 1 0
8.45 606.5 606.5 1 1 0
8.5 606.5 606.5 1 1 0
8.55 606.5 606.5 1 1 0
8.6 606.5 606.5 1 1 0
8.65 606.5 606.5 1 1 0
8.7 606.5 606.5 1 1 0
8.75 606.5 606.5 1 1 0
8.8 606.5 606.5 1 1 0
8.85 606.5 606.5 1 1 0
8.9 606.5 606.5 1 1 0
8.95 606.5 606.5 1 1 0
9 606.5 606.5 1 1 0
9.05 606.5 606.5 1 1 0
9.1 606.5 606.5 1 1 0
9.15 606.5 606.5 1 1 0
9.2 606.5 606.5 1 1 0
9.25 606.5 606.5 1 1 0
9.3 606.5 606.5 1 1 0
9.35 606.5 606.5 1 1 0
9.4 606.5 606.5 1 1 0
9.45 606.5 606.5 1 1 0
9.5 606.5 606.5 1 1 0
9.55 606.5 606.5 1 1 0
9.6 606.5 606.5 1 1 0
9.65 606.5 606.5 1 1 0
9.7 606.5 606.5 1 1 0
9.75 606.5 606.5 1 1 0
9.8 606.5 606.5 1 1 0
9.85 606.5 606.5 1 1 0
9.9 606.5 606.5 1 1 0
9.95 606.5 606.5 1 1 0
10 606.5 606.5 1 1 0
10.05 606.5 606.5 1 1 0
10.1 606.5 606.5 1 1 0
10.15 606.5 606.5 1 1 0
10.2 606.5 606.5 1 1 0
10.25 606.5 606.5 1 1 0
10.3 606.5 606.5 1 1 0
10.35 606.5 606.5 1 1 0
10.4 606.5 606.5 1 1 0
10.45 606.5 606.5 1 1 0
10.5 606.5 606.5 1 1 0
10.55 606.5 606.5 1 1 0
10.6 606.5 606.5 1 1 0
10.65 606.5 606.5 1 1 0
10.7 606.5 606.5 1 1 0
10.75 606.5 606.5 1 1 0
10.8 606.5 606.5 1 1 0
10.85 606.5 606.5 1 1 0
10.9 606.5 606.5 1 1 0
10.9431 606.5 606.5 2 1 0
10.9931 606.5 606.5 2 1 0
11.0431 606.5 606.5 2 1 0
11.0931 606.5 606.5 2 1 0
11.1431 606.5 606.5 2 1 0
11.1931 606.5 606.5 2 1 0
11.2431 606.5 606.5 2 1 0
11.2931 606.5 606.5 2 1 0
11.3431 606.5 606.5 2 1 0
11.3931 606.5 606.5 2 1 0
11.4431 606.5 606.5 2 1 0
11.4931 606.5 606.5 2 1 0
11.5431 606.5 606.5 2 1 0
11.5931 606.5 606.5 2 1 0
11.6431 606.5 606.5 2 1 0
11.6931 606.5 606.5 2 1 0
11.7431 606.5 606.5 2 1 0
11.7931 606.5 606.5 2 1 0
11.8431 606.5 606.5 2 1 0
11.8931 606.5 606.5 2 1 0
11.9431 606.5 606.5 2 1 0
11.9931 606.5 606.5 2 1 0
12.0431 606.5 606.5 2 1 0
12.0931 606.5 606.5 2 1 0
12.1431 606.5 606.5 2 1 0
12.1931 606.5 606.5 2 1 0
12.2431 606.5 606.5 2 1 0
12.2931 606.5 606.5 2 1 0
12.3431 606.5 606.5 2 1 0
12.3931 606.5 606.5 2 1 0
12.4431 606.5 606.5 2 1 0
12.4931 606.5 606.5 2 1 0
